,CO1,CO2,CO3,CO1 R:02_0_D,CO2 R:02_0_D,CO3 R:02_0_D,.BRCOMN,.BRCOML,.BRCOMS,.BRMMN,.BRMML,.BRMMS
2010-07-16,75.37,75.79,76.36,12.06,32.22,39.68,,,,,,
2010-07-19,75.62,76.11,76.7,12.31,32.54,40.02,,,,,,
2010-07-20,76.22,76.63,77.18,12.91,33.06,40.5,,,,,,
2010-07-21,75.37,75.84,76.44,12.06,32.27,39.76,,,,,,
2010-07-22,77.82,78.31,78.9,14.51,34.74,42.22,,,,,,
2010-07-23,77.45,77.92,78.51,14.14,34.35,41.83,,,,,,
2010-07-26,77.5,77.99,78.59,14.19,34.42,41.91,,,,,,
2010-07-27,76.13,76.59,77.21,12.82,33.02,40.53,,,,,,
2010-07-28,76.06,76.5,77.13,12.75,32.93,40.45,,,,,,
2010-07-29,77.59,77.89,78.44,14.28,34.32,41.76,,,,,,
2010-07-30,78.18,78.48,79.05,14.87,34.91,42.37,,,,,,
2010-08-02,80.82,81.04,81.57,17.51,37.47,44.89,,,,,,
2010-08-03,82.68,82.76,83.22,19.37,39.19,46.54,,,,,,
2010-08-04,82.2,82.48,83.0,18.89,38.91,46.32,,,,,,
2010-08-05,81.61,81.95,82.5,18.3,38.38,45.82,,,,,,
2010-08-06,80.16,80.59,81.21,16.85,37.02,44.53,,,,,,
2010-08-09,80.99,81.42,82.03,17.68,37.85,45.35,,,,,,
2010-08-10,79.6,80.08,80.73,16.29,36.51,44.05,,,,,,
2010-08-11,77.64,78.09,78.72,14.33,34.52,42.04,,,,,,
2010-08-12,75.52,75.9,76.47,12.21,32.33,39.79,,,,,,
2010-08-13,75.11,75.52,76.06,11.8,31.95,39.38,,,,,,
2010-08-16,74.85,75.63,76.16,11.91,32.05,39.46,,,,,,
2010-08-17,76.93,77.45,78.04,13.21,33.34,40.76,,,,,,
2010-08-18,76.47,76.99,77.59,12.75,32.88,40.31,,,,,,
2010-08-19,75.3,75.75,76.3,11.58,31.64,39.02,,,,,,
2010-08-20,74.26,74.75,75.34,10.54,30.64,38.06,,,,,,
2010-08-23,73.62,74.11,74.71,9.9,30.0,37.43,,,,,,
2010-08-24,72.38,72.91,73.52,8.66,28.8,36.24,,,,,,
2010-08-25,73.48,73.93,74.52,9.76,29.82,37.24,,,,,,
2010-08-26,75.02,75.41,75.99,11.3,31.3,38.71,,,,,,
2010-08-27,76.65,77.01,77.6,12.93,32.9,40.32,,,,,,
2010-08-30,76.6,76.99,77.62,12.88,32.88,40.34,,,,,,
2010-08-31,74.64,74.98,75.58,10.92,30.87,38.3,,,,,,
2010-09-01,76.35,76.72,77.32,12.63,32.61,40.04,,,,,,
2010-09-02,76.93,77.21,77.76,13.21,33.1,40.48,,,,,,
2010-09-03,76.67,76.96,77.53,12.95,32.85,40.25,,,,,,
2010-09-06,76.87,77.04,77.56,13.15,32.93,40.28,,,,,,
2010-09-07,77.74,77.87,78.39,14.02,33.76,41.11,,,,,,
2010-09-08,78.17,78.22,78.7,14.45,34.11,41.42,,,,,,
2010-09-09,77.47,77.56,78.03,13.75,33.45,40.75,,,,,,
2010-09-10,78.16,78.31,78.75,14.44,34.2,41.47,,,,,,
2010-09-13,79.03,79.07,79.45,15.31,34.96,42.17,,,,,,
2010-09-14,79.16,79.27,79.64,15.51,35.15,42.35,,,,,,
2010-09-15,78.91,79.42,79.75,15.66,35.26,42.46,,,,,,
2010-09-16,78.48,78.8,79.24,14.72,34.31,41.51,,,,,,
2010-09-17,78.21,78.51,78.94,14.45,34.02,41.21,,,,,,
2010-09-20,79.32,79.64,80.06,15.56,35.15,42.33,,,,,,
2010-09-21,78.42,78.76,79.18,14.66,34.27,41.45,,,,,,
2010-09-22,77.95,78.29,78.73,14.19,33.8,41.0,,,,,,
2010-09-23,78.11,78.43,78.86,14.35,33.94,41.13,,,,,,
2010-09-24,78.87,79.12,79.5,15.11,34.63,41.77,,,,,,
2010-09-27,78.57,78.73,79.08,14.81,34.24,41.35,,,,,,
2010-09-28,78.71,78.91,79.29,14.95,34.42,41.56,,,,,,
2010-09-29,80.77,81.02,81.41,17.01,36.53,43.68,,,,,,
2010-09-30,82.31,82.59,82.97,18.55,38.1,45.24,,,,,,
2010-10-01,83.75,84.02,84.39,19.99,39.53,46.66,,,,,,
2010-10-04,83.28,83.52,83.87,19.52,39.03,46.14,,,,,,
2010-10-05,84.84,85.03,85.34,21.08,40.54,47.61,,,,,,
2010-10-06,85.06,85.29,85.58,21.3,40.8,47.85,,,,,,
2010-10-07,83.43,83.71,84.05,19.67,39.22,46.32,,,,,,
2010-10-08,84.03,84.37,84.71,20.27,39.88,46.98,,,,,,
2010-10-11,83.72,84.17,84.57,19.96,39.68,46.84,,,,,,
2010-10-12,83.5,83.88,84.26,19.74,39.39,46.53,,,,,,
2010-10-13,84.64,84.85,85.2,20.71,40.33,47.46,,,,,,
2010-10-14,84.53,84.2,84.63,20.06,39.76,46.93,,,,,,
2010-10-15,82.45,82.95,83.37,18.31,38.08,45.27,,,,,,
2010-10-18,84.37,84.86,85.3,20.23,39.99,47.2,,,,,,
2010-10-19,81.1,81.55,81.95,16.96,36.68,43.85,,,,,,
2010-10-20,83.6,84.01,84.39,19.46,39.14,46.29,,,,,,
2010-10-21,81.83,82.26,82.65,17.69,37.39,44.55,,,,,,
2010-10-22,82.96,83.39,83.77,18.82,38.52,45.67,,,,,,
2010-10-25,83.54,83.91,84.27,19.4,39.04,46.17,,,,,,
2010-10-26,83.66,84.01,84.36,19.52,39.14,46.26,,,,,,
2010-10-27,83.23,83.58,83.94,19.09,38.71,45.84,,,,,,
2010-10-28,83.59,83.92,84.26,19.45,39.05,46.16,,,,,,
2010-10-29,83.15,83.38,83.63,19.01,38.51,45.53,,,,,,
2010-11-01,84.62,84.84,85.1,20.48,39.97,47.0,,,,,,
2010-11-02,85.41,85.61,85.88,21.27,40.74,47.78,,,,,,
2010-11-03,86.38,86.58,86.85,22.24,41.71,48.75,,,,,,
2010-11-04,88.0,88.2,88.44,23.86,43.33,50.34,,,,,,
2010-11-05,88.11,88.34,88.6,23.97,43.47,50.5,,,,,,
2010-11-08,88.46,88.68,88.93,24.32,43.81,50.83,,,,,,
2010-11-09,88.33,88.53,88.76,24.19,43.66,50.66,,,,,,
2010-11-10,88.96,89.16,89.37,24.82,44.29,51.27,,,,,,
2010-11-11,88.81,89.1,89.34,24.67,44.23,51.24,,,,,,
2010-11-12,86.34,86.53,86.75,22.2,41.66,48.65,,,,,,
2010-11-15,86.7,86.76,86.97,22.43,41.88,48.86,,,,,,
2010-11-16,84.73,84.93,85.15,20.4,39.84,46.83,,,,,,
2010-11-17,83.28,83.48,83.69,18.95,38.39,45.37,,,,,,
2010-11-18,85.05,85.2,85.35,20.72,40.11,47.03,,,,,,
2010-11-19,84.34,84.49,84.64,20.01,39.4,46.32,,,,,,
2010-11-22,83.96,84.11,84.28,19.63,39.02,45.96,,,,,,
2010-11-23,83.25,83.42,83.63,18.92,38.33,45.31,,,,,,
2010-11-24,85.84,85.98,86.17,21.51,40.89,47.85,,,,,,
2010-11-25,86.1,86.26,86.45,21.77,41.17,48.13,,,,,,
2010-11-26,85.58,85.72,85.91,21.25,40.63,47.59,,,,,,
2010-11-29,87.34,87.47,87.61,23.01,42.38,49.29,,,,,,
2010-11-30,85.92,86.0,86.11,21.59,40.91,47.79,,,,,,
2010-12-01,88.87,88.91,88.97,24.54,43.82,50.65,,,,,,
2010-12-02,90.69,90.65,90.62,26.36,45.56,52.3,,,,,,
2010-12-03,91.42,91.49,91.49,27.09,46.4,53.17,,,,,,
2010-12-06,91.45,91.53,91.52,27.12,46.44,53.2,,,,,,
2010-12-07,91.39,91.55,91.6,27.06,46.46,53.28,,,,,,
2010-12-08,90.77,90.97,91.1,26.44,45.88,52.78,,,,,,
2010-12-09,90.99,91.16,91.26,26.66,46.07,52.94,,,,,,
2010-12-10,90.48,90.64,90.74,26.15,45.55,52.42,,,,,,
2010-12-13,91.19,91.39,91.5,26.86,46.3,53.18,,,,,,
2010-12-14,91.21,91.4,91.51,26.88,46.31,53.19,,,,,,
2010-12-15,92.2,92.15,92.18,27.63,46.98,53.82,,,,,,
2010-12-16,91.71,91.6,91.66,27.08,46.46,53.34,,,,,,
2010-12-17,91.67,91.72,91.86,27.15,46.52,53.42,,,,,,
2010-12-20,92.74,92.72,92.81,28.22,47.52,54.37,,,,,,
2010-12-21,93.2,93.12,93.2,28.68,47.92,54.76,,,,,,
2010-12-22,93.65,93.5,93.56,29.13,48.3,55.12,,,,,,
2010-12-23,94.25,94.04,94.09,29.73,48.84,55.65,,,,,,
2010-12-24,93.77,93.55,93.59,29.25,48.35,55.15,,,,,,
2010-12-27,93.85,93.7,93.8,29.33,48.5,55.36,,,,,,
2010-12-28,94.38,94.19,94.3,29.86,48.99,55.86,,,,,,
2010-12-29,94.14,93.98,94.11,29.62,48.78,55.67,,,,,,
2010-12-30,93.09,93.01,93.16,28.57,47.81,54.72,,,,,,
2010-12-31,94.75,94.67,94.81,30.23,49.47,56.37,,,,,,
2011-01-03,94.84,94.8,94.97,30.32,49.6,56.53,,,,,,
2011-01-04,93.53,93.49,93.64,29.01,48.29,55.2,-248469.0,308184.0,556653.0,117417.0,144396.0,26979.0
2011-01-05,95.5,95.37,95.47,30.98,50.17,57.03,,,,,,
2011-01-06,94.52,94.37,94.42,30.0,49.17,55.98,,,,,,
2011-01-07,93.33,93.18,93.22,28.81,47.98,54.78,,,,,,
2011-01-10,95.7,95.49,95.48,31.18,50.29,57.04,,,,,,
2011-01-11,97.61,97.21,97.06,33.09,52.01,58.62,-255717.0,338619.0,594336.0,125429.0,150905.0,25476.0
2011-01-12,98.12,97.57,97.44,33.6,52.37,59.0,,,,,,
2011-01-13,98.06,97.29,97.24,33.32,52.17,58.86,,,,,,
2011-01-14,98.68,98.38,98.32,34.41,53.25,59.94,,,,,,
2011-01-17,97.43,97.39,97.53,33.46,52.32,59.04,,,,,,
2011-01-18,97.8,97.85,98.02,33.83,52.78,59.53,-220369.0,361798.0,582167.0,120662.0,150129.0,29467.0
2011-01-19,98.16,98.11,98.21,34.19,53.04,59.72,,,,,,
2011-01-20,96.58,96.64,96.82,32.61,51.57,58.33,,,,,,
2011-01-21,97.6,97.57,97.68,33.63,52.5,59.19,,,,,,
2011-01-24,96.61,96.65,96.83,32.64,51.58,58.34,,,,,,
2011-01-25,95.25,95.29,95.52,31.28,50.22,57.03,-174420.0,391688.0,566108.0,80737.0,136013.0,55276.0
2011-01-26,97.91,97.97,98.19,33.94,52.9,59.7,,,,,,
2011-01-27,97.39,97.51,97.77,33.42,52.44,59.28,,,,,,
2011-01-28,99.42,99.57,99.83,35.45,54.5,61.34,,,,,,
2011-01-31,101.01,101.12,101.34,37.04,56.05,62.85,,,,,,
2011-02-01,101.74,101.91,102.15,37.77,56.84,63.66,-188218.0,363628.0,551846.0,98699.0,140519.0,41820.0
2011-02-02,102.34,102.66,102.96,38.37,57.59,64.47,,,,,,
2011-02-03,101.76,102.16,102.49,37.79,57.09,64.0,,,,,,
2011-02-04,99.83,100.25,100.63,35.86,55.18,62.14,,,,,,
2011-02-07,99.25,99.87,100.37,35.28,54.8,61.88,,,,,,
2011-02-08,99.92,100.52,101.01,35.95,55.45,62.52,-200740.0,344793.0,545533.0,88195.0,135112.0,46917.0
2011-02-09,101.82,102.32,102.72,37.85,57.25,64.23,,,,,,
2011-02-10,100.87,101.44,101.82,36.97,56.35,63.33,,,,,,
2011-02-11,101.43,100.94,101.3,36.47,55.83,62.79,,,,,,
2011-02-14,103.08,103.41,103.63,38.61,57.94,64.86,,,,,,
2011-02-15,101.64,101.91,102.11,37.17,56.44,63.34,-213107.0,316512.0,529619.0,95237.0,132278.0,37041.0
2011-02-16,103.78,104.01,104.17,39.31,58.54,65.4,,,,,,
2011-02-17,102.59,102.89,103.1,38.12,57.42,64.33,,,,,,
2011-02-18,102.52,102.86,103.11,38.05,57.39,64.34,,,,,,
2011-02-21,105.74,105.89,105.99,41.27,60.42,67.22,,,,,,
2011-02-22,105.78,105.79,105.84,41.31,60.32,67.07,-217048.0,315677.0,532725.0,96844.0,133805.0,36961.0
2011-02-23,111.25,110.91,110.74,46.78,65.44,71.97,,,,,,
2011-02-24,111.36,111.11,110.92,46.89,65.64,72.15,,,,,,
2011-02-25,112.14,111.92,111.77,47.67,66.45,73.0,,,,,,
2011-02-28,111.8,111.63,111.52,47.33,66.16,72.75,,,,,,
2011-03-01,115.42,115.3,115.15,50.95,69.83,76.38,-248780.0,316684.0,565464.0,114414.0,141937.0,27523.0
2011-03-02,116.35,116.18,115.97,51.88,70.71,77.2,,,,,,
2011-03-03,114.79,114.83,114.8,50.32,69.36,76.03,,,,,,
2011-03-04,115.97,115.89,115.75,51.5,70.42,76.98,,,,,,
2011-03-07,115.04,115.2,115.19,50.57,69.73,76.42,,,,,,
2011-03-08,113.06,113.29,113.35,48.59,67.82,74.58,-230099.0,296408.0,526507.0,100854.0,127689.0,26835.0
2011-03-09,115.94,115.96,115.84,51.47,70.49,77.07,,,,,,
2011-03-10,115.43,115.36,115.2,50.96,69.89,76.43,,,,,,
2011-03-11,113.84,113.84,113.78,49.37,68.37,75.01,,,,,,
2011-03-14,113.67,113.72,113.61,49.2,68.25,74.84,,,,,,
2011-03-15,108.52,108.59,108.49,44.07,63.13,69.74,-213393.0,301101.0,514494.0,81053.0,119614.0,38561.0
2011-03-16,110.62,110.6,110.44,46.08,65.08,71.63,,,,,,
2011-03-17,114.9,114.65,114.38,50.38,69.29,75.77,,,,,,
2011-03-18,113.93,113.77,113.51,49.41,68.41,74.9,,,,,,
2011-03-21,114.96,114.91,114.74,50.44,69.55,76.13,,,,,,
2011-03-22,115.7,115.64,115.45,51.18,70.28,76.84,-239640.0,315688.0,555328.0,105736.0,141024.0,35288.0
2011-03-23,115.55,115.47,115.25,51.03,70.11,76.64,,,,,,
2011-03-24,115.72,115.6,115.37,51.2,70.24,76.76,,,,,,
2011-03-25,115.59,115.42,115.17,51.07,70.06,76.56,,,,,,
2011-03-28,114.8,114.58,114.32,50.28,69.22,75.71,,,,,,
2011-03-29,115.16,114.96,114.7,50.64,69.6,76.09,-244406.0,297902.0,542308.0,107432.0,140560.0,33128.0
2011-03-30,115.13,114.95,114.73,50.61,69.59,76.12,,,,,,
2011-03-31,117.36,117.2,116.97,52.84,71.84,78.36,,,,,,
2011-04-01,118.7,118.41,118.12,54.18,73.05,79.51,,,,,,
2011-04-04,121.06,120.66,120.27,56.54,75.3,81.66,,,,,,
2011-04-05,122.22,121.89,121.57,57.7,76.53,82.96,-247267.0,329577.0,576844.0,113164.0,146834.0,33670.0
2011-04-06,122.3,121.93,121.59,57.78,76.57,82.98,,,,,,
2011-04-07,122.67,122.26,121.9,58.15,76.9,83.29,,,,,,
2011-04-08,126.65,126.12,125.64,62.13,80.76,87.03,,,,,,
2011-04-11,123.98,123.42,122.94,59.46,78.06,84.33,,,,,,
2011-04-12,120.92,120.43,120.06,56.4,75.07,81.45,-225927.0,301791.0,527718.0,94787.0,132951.0,38164.0
2011-04-13,122.88,122.33,121.92,58.3,76.93,83.29,,,,,,
2011-04-14,122.36,122.0,121.64,57.97,76.65,83.03,,,,,,
2011-04-15,123.45,123.12,122.78,59.42,78.13,84.53,,,,,,
2011-04-18,121.61,121.3,120.97,57.58,76.31,82.72,,,,,,
2011-04-19,121.33,121.03,120.7,57.3,76.04,82.45,-197251.0,295546.0,492797.0,88381.0,134355.0,45974.0
2011-04-20,123.85,123.5,123.14,59.82,78.51,84.89,,,,,,
2011-04-21,123.99,123.63,123.3,59.96,78.64,85.05,,,,,,
2011-04-25,123.66,123.29,122.97,59.63,78.3,84.72,,,,,,
2011-04-26,124.14,123.78,123.45,60.11,78.79,85.2,-204613.0,287403.0,492016.0,90600.0,133197.0,42597.0
2011-04-27,125.13,124.86,124.56,61.1,79.87,86.31,,,,,,
2011-04-28,125.02,124.73,124.41,60.99,79.74,86.16,,,,,,
2011-04-29,125.89,125.62,125.3,61.86,80.63,87.05,,,,,,
2011-05-02,125.12,124.85,124.55,61.09,79.86,86.3,,,,,,
2011-05-03,122.45,122.22,121.97,58.42,77.23,83.72,-200185.0,289490.0,489675.0,96428.0,131789.0,35361.0
2011-05-04,121.19,120.96,120.69,57.16,75.97,82.44,,,,,,
2011-05-05,110.8,110.57,110.32,46.77,65.58,72.07,,,,,,
2011-05-06,109.13,108.85,108.58,45.1,63.86,70.33,,,,,,
2011-05-09,115.9,115.36,114.93,51.87,70.37,76.68,,,,,,
2011-05-10,117.63,117.09,116.66,53.6,72.1,78.41,-192905.0,338066.0,530971.0,77930.0,125181.0,47251.0
2011-05-11,112.57,111.96,111.48,48.54,66.97,73.23,,,,,,
2011-05-12,112.98,112.33,111.85,48.95,67.34,73.6,,,,,,
2011-05-13,113.83,113.28,112.79,49.8,68.29,74.54,,,,,,
2011-05-16,112.73,110.84,110.45,47.36,65.95,72.29,,,,,,
2011-05-17,109.99,109.62,109.19,46.51,65.12,71.45,-197999.0,314927.0,512926.0,59137.0,106671.0,47534.0
2011-05-18,112.3,111.89,111.44,48.82,67.39,73.7,,,,,,
2011-05-19,111.42,111.01,110.56,47.94,66.51,72.82,,,,,,
2011-05-20,112.39,112.02,111.59,48.91,67.52,73.85,,,,,,
2011-05-23,110.1,109.78,109.39,46.62,65.28,71.65,,,,,,
2011-05-24,112.53,112.17,111.74,49.05,67.67,74.0,-192423.0,296747.0,489170.0,55753.0,108939.0,53186.0
2011-05-25,114.93,114.55,114.11,51.45,70.05,76.37,,,,,,
2011-05-26,115.05,114.68,114.24,51.57,70.18,76.5,,,,,,
2011-05-27,115.03,114.72,114.33,51.55,70.22,76.59,,,,,,
2011-05-30,114.68,114.37,113.98,51.2,69.87,76.24,,,,,,
2011-05-31,116.73,116.38,115.97,53.25,71.88,78.23,-202604.0,305301.0,507905.0,71732.0,122029.0,50297.0
2011-06-01,114.53,114.19,113.8,51.05,69.69,76.06,,,,,,
2011-06-02,115.54,115.16,114.71,52.06,70.66,76.97,,,,,,
2011-06-03,115.84,115.46,115.01,52.36,70.96,77.27,,,,,,
2011-06-06,114.48,114.08,113.63,51.0,69.58,75.89,,,,,,
2011-06-07,116.78,116.34,115.81,53.3,71.84,78.07,-201153.0,292395.0,493548.0,71100.0,124723.0,53623.0
2011-06-08,117.85,117.47,116.95,54.37,72.97,79.21,,,,,,
2011-06-09,119.57,119.11,118.54,56.09,74.61,80.8,,,,,,
2011-06-10,118.78,118.35,117.83,55.3,73.85,80.09,,,,,,
2011-06-13,119.1,118.42,117.83,55.62,73.92,80.09,,,,,,
2011-06-14,120.16,119.35,118.86,56.55,74.95,81.19,-191467.0,274953.0,466420.0,72145.0,128840.0,56695.0
2011-06-15,117.1,113.01,112.61,50.21,68.7,75.0,,,,,,
2011-06-16,114.02,113.63,113.34,51.22,69.72,76.01,,,,,,
2011-06-17,113.21,112.85,112.6,50.41,68.94,75.27,,,,,,
2011-06-20,111.69,111.36,111.18,48.89,67.45,73.85,,,,,,
2011-06-21,110.95,110.55,110.28,48.15,66.64,72.95,-148275.0,282525.0,430800.0,42324.0,99010.0,56686.0
2011-06-22,114.21,113.76,113.44,51.41,69.85,76.11,,,,,,
2011-06-23,107.26,107.13,107.22,44.46,63.22,69.89,,,,,,
2011-06-24,105.12,105.31,105.61,42.32,61.4,68.28,,,,,,
2011-06-27,105.99,105.92,106.06,43.19,62.01,68.73,,,,,,
2011-06-28,108.78,108.76,108.92,45.98,64.85,71.59,-143997.0,294262.0,438259.0,43449.0,97136.0,53687.0
2011-06-29,112.4,112.38,112.53,49.6,68.47,75.2,,,,,,
2011-06-30,112.48,112.41,112.57,49.68,68.5,75.24,,,,,,
2011-07-01,111.77,111.62,111.78,48.97,67.71,74.45,,,,,,
2011-07-04,111.39,111.14,111.19,48.59,67.23,73.86,,,,,,
2011-07-05,113.61,113.2,113.19,50.81,69.29,75.86,-169383.0,295304.0,464687.0,63775.0,106972.0,43197.0
2011-07-06,113.62,113.23,113.29,50.82,69.32,75.96,,,,,,
2011-07-07,118.59,118.11,118.12,55.79,74.2,80.79,,,,,,
2011-07-08,118.33,117.7,117.63,55.53,73.79,80.3,,,,,,
2011-07-11,117.24,116.46,116.42,54.44,72.55,79.09,,,,,,
2011-07-12,117.75,116.94,116.92,54.95,73.03,79.59,-183249.0,287106.0,470355.0,73879.0,115406.0,41527.0
2011-07-13,118.78,117.85,117.84,55.86,73.95,80.5,,,,,,
2011-07-14,118.32,116.26,116.36,54.27,72.47,79.08,,,,,,
2011-07-15,117.26,117.27,117.4,55.27,73.38,79.93,,,,,,
2011-07-18,116.05,115.96,116.09,54.06,72.07,78.62,,,,,,
2011-07-19,117.06,116.92,117.02,55.07,73.03,79.55,-184421.0,281277.0,465698.0,83745.0,119904.0,36159.0
2011-07-20,118.15,118.07,118.17,56.16,74.18,80.7,,,,,,
2011-07-21,117.51,117.44,117.54,55.52,73.55,80.07,,,,,,
2011-07-22,118.67,118.54,118.62,56.68,74.65,81.15,,,,,,
2011-07-25,117.94,117.83,117.92,55.95,73.94,80.45,,,,,,
2011-07-26,118.28,118.2,118.28,56.29,74.31,80.81,-188710.0,291698.0,480408.0,92765.0,128825.0,36060.0
2011-07-27,117.43,117.18,117.15,55.44,73.29,79.68,,,,,,
2011-07-28,117.36,117.17,117.18,55.37,73.28,79.71,,,,,,
2011-07-29,116.74,116.53,116.54,54.75,72.64,79.07,,,,,,
2011-08-01,116.81,116.53,116.47,54.82,72.64,79.0,,,,,,
2011-08-02,116.46,116.18,116.11,54.47,72.29,78.64,-194806.0,292704.0,487510.0,91690.0,134715.0,43025.0
2011-08-03,113.23,113.07,113.06,51.24,69.18,75.59,,,,,,
2011-08-04,107.25,107.16,107.21,45.26,63.27,69.74,,,,,,
2011-08-05,109.37,109.34,109.41,47.38,65.45,71.94,,,,,,
2011-08-08,103.74,103.78,103.87,41.75,59.89,66.4,,,,,,
2011-08-09,102.57,102.52,102.59,40.58,58.63,65.12,-139062.0,309093.0,448155.0,43701.0,99091.0,55390.0
2011-08-10,106.68,106.62,106.63,44.69,62.73,69.16,,,,,,
2011-08-11,108.02,107.82,107.72,46.03,63.93,70.25,,,,,,
2011-08-12,108.03,107.76,107.56,46.04,63.87,70.09,,,,,,
2011-08-15,109.91,109.84,109.71,48.12,66.02,72.29,,,,,,
2011-08-16,109.47,109.13,108.91,47.41,65.22,71.43,-134798.0,279402.0,414200.0,43250.0,102232.0,58982.0
2011-08-17,110.6,110.33,110.11,48.88,66.64,72.8,,,,,,
2011-08-18,106.99,106.69,106.42,45.27,63.0,69.11,,,,,,
2011-08-19,108.62,108.25,107.96,46.9,64.56,70.65,,,,,,
2011-08-22,108.36,107.98,107.75,46.64,64.29,70.44,,,,,,
2011-08-23,109.31,108.87,108.65,47.59,65.18,71.34,-115254.0,279716.0,394970.0,37162.0,105121.0,67959.0
2011-08-24,110.15,109.65,109.39,48.43,65.96,72.08,,,,,,
2011-08-25,110.62,110.09,109.83,48.9,66.4,72.52,,,,,,
2011-08-26,111.36,110.81,110.52,49.64,67.12,73.21,,,,,,
2011-08-29,111.88,111.3,110.98,50.16,67.61,73.67,,,,,,
2011-08-30,114.02,113.37,112.96,52.3,69.68,75.65,-126433.0,294062.0,420495.0,57400.0,113557.0,56157.0
2011-08-31,114.85,114.08,113.6,53.13,70.39,76.29,,,,,,
2011-09-01,114.29,113.44,112.88,52.57,69.75,75.57,,,,,,
2011-09-02,112.33,111.33,110.68,50.61,67.64,73.37,,,,,,
2011-09-05,110.08,109.05,108.35,48.36,65.36,71.04,,,,,,
2011-09-06,112.89,111.93,111.28,51.17,68.24,73.97,-122728.0,341484.0,464212.0,65109.0,128295.0,63186.0
2011-09-07,115.8,114.81,114.18,54.08,71.12,76.87,,,,,,
2011-09-08,114.55,113.3,112.54,52.83,69.61,75.23,,,,,,
2011-09-09,112.77,110.93,110.01,51.05,67.24,72.7,,,,,,
2011-09-12,112.25,110.19,109.01,50.53,66.5,71.7,,,,,,
2011-09-13,111.89,109.77,108.87,50.17,66.08,71.56,-105736.0,378188.0,483924.0,67313.0,133476.0,66163.0
2011-09-14,112.4,109.65,108.7,50.05,65.91,71.42,,,,,,
2011-09-15,115.34,112.3,111.11,52.7,68.32,73.67,,,,,,
2011-09-16,112.22,111.02,110.36,52.62,68.23,73.57,,,,,,
2011-09-19,109.14,108.11,107.53,49.54,65.32,70.74,,,,,,
2011-09-20,110.54,109.26,108.5,50.94,66.47,71.71,-105436.0,340548.0,445984.0,70109.0,135559.0,65450.0
2011-09-21,110.36,108.87,108.02,50.76,66.08,71.23,,,,,,
2011-09-22,105.49,103.98,103.1,45.89,61.19,66.31,,,,,,
2011-09-23,103.97,102.46,101.66,44.37,59.67,64.87,,,,,,
2011-09-26,103.94,102.5,101.79,44.34,59.71,65.0,,,,,,
2011-09-27,107.14,105.66,104.93,47.54,62.87,68.14,-59670.0,384962.0,444632.0,32678.0,116312.0,83634.0
2011-09-28,103.81,102.56,102.0,44.21,59.77,65.21,,,,,,
2011-09-29,103.95,102.48,101.78,44.35,59.69,64.99,,,,,,
2011-09-30,102.76,100.88,99.93,43.16,58.09,63.14,,,,,,
2011-10-03,101.71,99.62,98.53,42.11,56.83,61.74,,,,,,
2011-10-04,99.79,97.98,96.89,40.19,55.19,60.1,-16110.0,409346.0,425456.0,7527.0,107480.0,99953.0
2011-10-05,102.73,101.12,100.07,43.13,58.33,63.28,,,,,,
2011-10-06,105.73,104.2,103.11,46.13,61.41,66.32,,,,,,
2011-10-07,105.88,104.15,102.95,46.28,61.36,66.16,,,,,,
2011-10-10,108.95,106.65,105.22,49.35,63.86,68.43,,,,,,
2011-10-11,110.73,108.05,106.5,51.13,65.26,69.71,-49400.0,399233.0,448633.0,20453.0,106784.0,86331.0
2011-10-12,111.36,108.97,107.31,51.76,66.18,70.52,,,,,,
2011-10-13,111.11,109.2,107.59,51.99,66.46,70.71,,,,,,
2011-10-14,114.68,112.23,110.56,55.02,69.43,73.62,,,,,,
2011-10-17,110.16,108.63,107.57,52.95,67.5,71.8,,,,,,
2011-10-18,111.15,109.9,108.99,53.94,68.77,73.22,-66684.0,386932.0,453616.0,37490.0,123798.0,86308.0
2011-10-19,108.39,107.31,106.59,51.18,66.18,70.82,,,,,,
2011-10-20,109.76,108.49,107.57,52.55,67.36,71.8,,,,,,
2011-10-21,109.56,108.37,107.49,52.35,67.24,71.72,,,,,,
2011-10-24,111.45,110.17,109.24,54.24,69.04,73.47,,,,,,
2011-10-25,110.92,109.64,108.7,53.71,68.51,72.93,-68180.0,394855.0,463035.0,37338.0,125609.0,88271.0
2011-10-26,108.91,107.82,107.12,51.7,66.69,71.35,,,,,,
2011-10-27,112.08,111.23,110.67,54.87,70.1,74.9,,,,,,
2011-10-28,109.91,109.31,108.85,52.7,68.18,73.08,,,,,,
2011-10-31,109.56,108.84,108.33,52.35,67.71,72.56,,,,,,
2011-11-01,109.54,108.38,107.58,52.33,67.25,71.81,-79214.0,393897.0,473111.0,46558.0,123554.0,76996.0
2011-11-02,109.34,108.15,107.33,52.13,67.02,71.56,,,,,,
2011-11-03,110.83,109.65,108.89,53.62,68.52,73.12,,,,,,
2011-11-04,111.97,110.74,109.99,54.76,69.61,74.22,,,,,,
2011-11-07,114.56,113.16,112.34,57.35,72.03,76.57,,,,,,
2011-11-08,115.0,113.84,113.07,57.79,72.71,77.3,-87537.0,375067.0,462604.0,54802.0,132647.0,77845.0
2011-11-09,112.31,111.36,110.76,55.1,70.23,74.99,,,,,,
2011-11-10,113.71,112.53,111.81,56.5,71.4,76.04,,,,,,
2011-11-11,114.16,112.93,112.22,56.95,71.8,76.45,,,,,,
