,HO1 Comdty ,HO2 Comdty ,HO3 Comdty,S:HOHO 1-2 Comdty
6/10/22,38656,30778,22280,11190
6/13/22,46406,40762,23261,15726
6/14/22,36652,38109,22821,15223
6/15/22,36908,47082,30110,15731
6/16/22,28269,33680,21293,11907
6/17/22,34521,49265,29801,15535
6/21/22,32572,50934,30525,15009
6/22/22,25942,47777,24695,15123
6/23/22,24807,43346,23038,11968
6/24/22,25616,38791,21527,12967
6/27/22,23796,50725,22739,12187
6/28/22,18258,56566,36133,9098
6/29/22,17477,53326,32497,7912
6/30/22,2412,47690,33944,2181
7/1/22,48203,30699,13254,16133
7/5/22,62253,47553,22133,24549
7/6/22,54579,41161,21858,18885
7/7/22,49721,41564,22729,19269
7/8/22,41958,39528,17372,16674
7/11/22,38693,37354,17228,16682
7/12/22,34843,31244,14706,12547
7/13/22,36433,33153,15248,15237
7/14/22,36524,32143,16683,15071
7/15/22,28181,28421,14686,12164
7/18/22,33674,34817,16537,13811
7/19/22,28552,37318,19296,13975
7/20/22,23310,37184,17668,12068
7/21/22,26669,46466,24713,14681
7/22/22,26011,49589,26168,14467
7/25/22,26383,53195,22175,13911
7/26/22,21324,40651,16834,9306
7/27/22,17007,40542,20806,8707
7/28/22,13434,43218,25687,7119
7/29/22,1815,41356,26464,1691
8/1/22,45469,33681,21220,14944
8/2/22,37775,24199,14821,11745
8/3/22,37243,27303,15173,12139
8/4/22,42177,26153,17430,11729
8/5/22,50468,34167,20177,15208
8/8/22,46773,34577,19740,16076
8/9/22,46657,39085,23341,16996
8/10/22,37596,26809,18318,10837
8/11/22,38509,32369,25085,11474
8/12/22,33596,26583,17117,8958
8/15/22,33218,26566,14767,10503
8/16/22,30621,25290,13710,9948
8/17/22,39637,40871,22383,15540
8/18/22,33674,40706,23100,14840
8/19/22,26958,36830,17212,11479
8/22/22,22838,43331,22139,10581
8/23/22,20042,42138,21214,9927
8/24/22,27376,50611,29252,11973
8/25/22,21594,52586,33183,10231
8/26/22,17889,40338,22716,6752
8/29/22,12314,49866,21442,7901
8/30/22,13438,54662,34763,7418
8/31/22,2133,40514,25878,1255
9/1/22,56105,36138,28063,19161
9/2/22,53551,32470,24249,16796
9/6/22,50463,35077,27819,15887
9/7/22,40898,30678,23476,14445
9/8/22,43433,31660,22943,15047
9/9/22,40462,30271,17084,14260
9/12/22,40971,27940,19094,13197
9/13/22,44051,30222,19350,16029
9/14/22,63772,58960,50868,24311
9/15/22,62834,58564,52888,23775
9/16/22,37212,37551,23024,14354
9/19/22,42236,51003,29395,20269
9/20/22,35770,53670,33456,18178
9/21/22,33860,55084,35348,16638
9/22/22,31592,59449,34008,17052
9/23/22,25303,53039,30025,11618
9/26/22,23690,53621,28876,10604
9/27/22,20164,56856,34005,9895
9/28/22,22641,73087,49563,12553
9/29/22,12484,50090,31447,6002
9/30/22,2204,46906,30860,1534
10/3/22,55220,45577,30795,19774
10/4/22,57715,51555,30284,24245
10/5/22,66370,61958,38048,28562
10/6/22,63535,55928,33828,24674
10/7/22,48891,45864,29554,16292
10/10/22,53633,51883,32266,20813
10/11/22,56577,58918,36315,22284
10/12/22,63627,66823,37860,29369
10/13/22,51420,51160,31359,21250
10/14/22,44328,41369,23927,18814
10/17/22,36784,41231,24866,14265
10/18/22,34928,46322,24017,16366
10/19/22,37280,49722,22505,18540
10/20/22,30291,50806,23279,16519
10/21/22,33514,49312,21957,17728
10/24/22,27132,44550,16607,14989
10/25/22,24540,42571,19094,11070
10/26/22,25012,56782,29086,11559
10/27/22,17172,47217,23630,10014
10/28/22,12404,56280,31386,5205
10/31/22,1521,51234,35255,1045
11/1/22,50018,33113,17199,17341
11/2/22,43189,29867,12778,16773
11/3/22,54429,38852,19800,18503
11/4/22,47578,28229,13500,13084
11/7/22,46020,33181,13304,16205
11/8/22,47759,32031,15370,15137
11/9/22,45818,33821,17366,15219
11/10/22,49190,39958,21699,17400
11/11/22,49242,38499,17982,18710
11/14/22,40162,32063,15452,15060
11/15/22,36800,34474,16342,14765
11/16/22,26147,27322,13755,10039
11/17/22,28754,34406,14973,11976
11/18/22,24940,36419,17018,9858
11/21/22,20483,35558,14557,8472
11/22/22,21899,42978,20458,9647
11/23/22,25008,57738,24386,10633
11/25/22,12030,36802,17295,5477
11/28/22,20631,57387,28528,9214
11/29/22,19783,63126,32766,9472
11/30/22,1779,49971,33811,1412
12/1/22,52140,40751,21182,19067
12/2/22,47408,33281,22405,15985
12/5/22,60361,45649,27047,20082
12/6/22,49244,36422,23973,15725
12/7/22,53132,49414,25151,20975
12/8/22,50190,48444,28094,18436
12/9/22,40550,38361,18914,16205
12/12/22,49098,45815,24026,20184
12/13/22,41479,38284,19257,15957
12/14/22,49291,47733,28341,19617
12/15/22,36628,45572,23560,17207
12/16/22,38898,43879,26370,16412
12/19/22,27743,37404,18267,11825
12/20/22,21054,35432,18415,9529
12/21/22,20118,39154,21851,8575
12/22/22,18838,38585,17259,8149
12/23/22,23375,44260,18751,10347
12/27/22,25341,50616,21930,12507
12/28/22,17548,45793,21976,9173
12/29/22,15083,46087,21982,7734
12/30/22,2421,39583,21901,2002
1/3/23,58567,33644,20016,15094
1/4/23,51609,37379,20420,18247
1/5/23,55068,45895,22455,21149
1/6/23,41596,35294,16631,15624
1/9/23,49943,42975,19741,19271
1/10/23,60635,53757,25191,27931
1/11/23,70867,63359,31994,31328
1/12/23,51914,50106,24322,23262
1/13/23,44314,44092,20394,20892
1/17/23,53003,58698,28802,24415
1/18/23,36242,44743,20961,16111
1/19/23,45013,67995,35207,23462
1/20/23,44455,65805,34278,21474
1/23/23,32337,55159,25177,15806
1/24/23,32097,61728,30963,16112
1/25/23,30174,69350,41043,15248
1/26/23,23571,48289,22002,12591
1/27/23,26387,71704,40541,15430
1/30/23,19724,68687,36015,10416
1/31/23,1988,54356,37637,1734
2/1/23,63181,47253,27365,22927
2/2/23,53720,38207,21136,16255
2/3/23,56909,40783,26685,19225
2/6/23,56836,42820,26439,19845
2/7/23,57888,44704,31074,18832
2/8/23,50423,53000,34225,18725
2/9/23,42552,37784,22816,15355
2/10/23,41335,41757,23460,17358
2/13/23,38254,36562,20351,15651
2/14/23,40022,45320,27894,19735
2/15/23,33752,45875,22213,16492
2/16/23,24405,37084,17160,12001
2/17/23,34782,52159,29336,14991
2/21/23,34042,62957,28444,16349
2/22/23,24419,48478,20910,11528
2/23/23,27805,65052,31896,13131
2/24/23,21419,63281,28977,10495
2/27/23,18220,58187,29040,10348
2/28/23,3549,45224,23243,2452
3/1/23,44205,25647,19198,13014
3/2/23,56679,39479,24924,21306
3/3/23,43768,27542,20030,11676
3/6/23,40496,29653,21300,11620
3/7/23,49752,37826,24260,17075
3/8/23,56159,35561,27582,16250
3/9/23,55817,39204,26343,19832
3/10/23,56654,44614,28216,18926
3/13/23,60536,44069,30664,20962
3/14/23,45558,34736,22492,16522
3/15/23,61803,50922,36224,19945
3/16/23,49609,46448,29959,18711
3/17/23,51343,52182,34908,22142
3/20/23,36532,45129,23229,15871
3/21/23,32592,48043,28570,15869
3/22/23,32515,61322,38203,16177
3/23/23,35004,60176,28780,18803
3/24/23,27640,59573,36527,12797
3/27/23,34893,64265,31730,16522
3/28/23,25705,60890,31717,13310
3/29/23,21742,73729,51676,13302
3/30/23,14290,56437,34669,7615
3/31/23,3002,47920,31399,2294
4/3/23,57119,43642,20697,19570
4/4/23,55349,44934,17778,22174
4/5/23,69649,53384,21620,27769
4/6/23,71197,54773,21228,27471
4/10/23,48249,32770,17108,14529
4/11/23,53730,47546,18985,20685
4/12/23,46917,43121,20628,19292
4/13/23,38345,35123,16461,15328
4/14/23,51686,50322,16875,24594
4/17/23,43513,49386,14871,23333
4/18/23,36625,46625,16761,17584
4/19/23,22375,43309,16842,9833
4/20/23,23903,51088,18967,9351
4/21/23,23046,40324,13708,8740
4/24/23,27142,60663,20550,12853
4/25/23,22924,60518,18663,11863
4/26/23,13430,57796,24488,6823
4/27/23,13977,57620,23977,7268
4/28/23,3156,54171,23490,2563
5/1/23,41467,22272,9283,9358
5/2/23,58371,28203,14304,10518
5/3/23,54234,27376,13566,11047
5/4/23,44163,24948,10437,11833
5/5/23,40367,24423,10033,8581
5/8/23,38534,22318,9493,10372
5/9/23,34707,24159,9563,9941
5/10/23,48935,36033,16980,17775
5/11/23,40237,32753,14829,14036
5/12/23,38418,27511,10943,11799
5/15/23,48218,38989,17422,18262
5/16/23,39513,30008,12575,12832
5/17/23,37639,40052,14911,15761
5/18/23,29802,38008,13850,13325
5/19/23,36211,48745,17826,17879
5/22/23,20449,38378,13679,9300
5/23/23,21534,46351,17497,10666
5/24/23,22691,48738,19208,10599
5/25/23,16616,44703,19087,7088
5/26/23,20725,54142,19719,9108
5/30/23,19229,64436,22801,8649
5/31/23,2888,43160,17979,2407
6/1/23,53592,28792,20550,14193
6/2/23,52558,25522,19628,12995
6/5/23,43930,22289,15446,9465
6/6/23,37284,20757,13578,9538
6/7/23,56313,33663,24849,16034
6/8/23,55623,39199,27215,17308
6/9/23,39415,21230,13842,10208
6/12/23,49804,32930,20793,14539
6/13/23,48302,39741,27001,15341
6/14/23,54126,44897,27647,18882
6/15/23,48210,47321,30342,18891
6/16/23,54972,58293,28450,25453
6/20/23,49195,70062,34023,23522
6/21/23,43195,70552,36199,23210
6/22/23,34592,69136,30539,22288
6/23/23,27896,55236,25318,15107
6/26/23,27498,61588,27163,16425
6/27/23,21228,67933,37786,10520
6/28/23,16021,54278,30896,8802
6/29/23,10102,41525,24884,4716
6/30/23,2089,55685,26942,1856
7/3/23,47628,26811,14139,11640
7/5/23,66635,49815,23533,24526
7/6/23,46643,36884,19740,17079
7/7/23,49170,38817,23187,15706
7/10/23,41615,32828,15521,13454
7/11/23,39772,32459,18037,14033
7/12/23,52993,52965,29600,23348
7/13/23,52398,49528,25942,23138
7/14/23,51568,48496,22980,22724
7/17/23,34428,36239,14139,15613
7/18/23,26670,36860,16345,12650
7/19/23,33044,59466,31329,18022
7/20/23,29646,46337,19548,14562
7/21/23,22409,56291,33002,12152
7/24/23,28885,79176,43740,15217
7/25/23,20816,60005,34493,11056
7/26/23,18099,65306,34643,9292
7/27/23,17082,71746,43034,10499
7/28/23,16841,64393,36790,7201
7/31/23,3139,57104,33977,2518
8/1/23,75580,54107,33951,24374
8/2/23,64179,47890,26213,23048
8/3/23,60044,43368,25297,20387
8/4/23,47847,36474,23954,16893
8/7/23,41539,28630,17296,10857
8/8/23,56014,47827,29695,17625
8/9/23,60550,54007,32401,24008
8/10/23,46451,39507,24690,14753
8/11/23,50478,46107,24001,19517
8/14/23,41667,44260,23800,17034
8/15/23,39323,39247,18688,18093
8/16/23,43208,49691,28812,19781
8/17/23,35208,43762,21193,17441
8/18/23,44407,63031,28527,22962
8/21/23,33796,51651,22554,18033
8/22/23,22168,49631,21506,11663
8/23/23,23732,49577,25149,11690
8/24/23,20733,49180,21236,10858
8/25/23,31602,82961,46736,19169
8/28/23,21172,73285,40574,11968
8/29/23,14513,54798,32144,7615
8/30/23,19626,77930,44994,10085
8/31/23,4399,66805,44827,3182
9/1/23,65916,47062,33190,22461
9/5/23,73773,56744,39518,27019
9/6/23,50254,38732,26922,17984
9/7/23,47349,35036,23227,18531
9/8/23,62423,53621,30140,26594
9/11/23,62626,53026,31278,26318
9/12/23,53144,49773,28229,22325
9/13/23,66222,66790,37189,30444
9/14/23,55396,60539,38062,25383
9/15/23,55402,59421,37479,25286
9/18/23,42758,56819,33863,18983
9/19/23,41929,66024,36800,22853
9/20/23,37159,59146,33059,17824
9/21/23,37988,81394,59277,20208
9/22/23,30745,67740,36920,16676
9/25/23,24816,61645,35637,11898
9/26/23,23792,64947,40058,13271
9/27/23,16701,65188,45667,10812
9/28/23,19256,62457,37222,9503
9/29/23,2604,66307,50395,2387
10/2/23,56910,42891,22300,21577
10/3/23,60606,49255,26502,22796
10/4/23,66250,56403,34051,23121
10/5/23,74938,67992,42177,28061
10/6/23,66506,56570,34227,24536
10/9/23,44908,36365,20788,16102
10/10/23,55015,48493,31621,21646
10/11/23,49679,40812,24458,17311
10/12/23,51023,45694,24471,21467
10/13/23,59147,57613,29323,25170
10/16/23,50154,49302,23194,21888
10/17/23,48694,47574,22566,22000
10/18/23,54459,68990,28656,26450
10/19/23,39962,59721,27596,21664
10/20/23,27221,41936,17136,13516
10/23/23,28647,50906,19900,16536
10/24/23,29225,58279,18542,15922
10/25/23,22867,59483,32222,12478
10/26/23,19606,54634,29574,10464
10/27/23,17838,53955,29023,9513
10/30/23,16202,52002,24990,8069
10/31/23,3854,51089,32913,2809
11/1/23,60837,43637,22296,23191
11/2/23,57340,43501,22551,20400
11/3/23,62389,46521,21289,21554
11/6/23,45859,34072,12434,16616
11/7/23,55085,38886,18057,17825
11/8/23,59139,50456,21321,25181
11/9/23,56573,52166,24711,23604
11/10/23,49865,37209,16486,18169
11/13/23,50381,44016,18003,22713
11/14/23,51116,51264,23840,23854
11/15/23,59995,60307,23866,30072
11/16/23,44876,52903,27034,18817
11/17/23,49408,65045,27930,24078
11/20/23,27451,45791,19770,12031
11/21/23,38463,70089,33378,19515
11/22/23,33069,66665,31116,15435
11/24/23,16201,36229,15344,7318
11/27/23,27019,54765,22718,14244
11/28/23,20530,61093,33547,10400
11/29/23,25171,77883,38007,12146
11/30/23,4892,62136,38740,3768
12/1/23,62366,36028,25254,15793
12/4/23,49076,31163,18119,16081
12/5/23,49714,32061,19296,15793
12/6/23,50256,35909,19266,17375
12/7/23,53623,40834,21795,19822
12/8/23,52410,32896,19020,16702
12/11/23,52879,42646,23866,19764
12/12/23,54717,42359,22618,19811
12/13/23,47473,38217,20977,16672
12/14/23,42479,36804,19611,16274
12/15/23,56274,51528,24452,20691
12/18/23,38976,49877,23662,18247
12/19/23,28836,44692,18750,12838
12/20/23,27589,50154,24714,14051
12/21/23,19170,37298,15827,8806
12/22/23,24407,44734,17603,11605
12/26/23,19568,47790,19340,9086
12/27/23,16578,44214,19543,8019
12/28/23,14817,53555,24921,7340
12/29/23,4961,56688,36961,3468
1/2/24,55842,33586,16103,15882
1/3/24,49206,36024,19667,16555
1/4/24,50752,41957,22241,16880
1/5/24,47229,34577,17148,15911
1/8/24,61795,43742,22843,20219
1/9/24,68777,65100,35414,26616
1/10/24,68636,63564,32653,28570
1/11/24,62106,58871,29790,28356
1/12/24,69193,68687,33502,28154
1/16/24,88066,97303,51418,40225
1/17/24,48346,56535,28064,22313
1/18/24,35797,50188,21377,17425
1/19/24,38349,57308,23038,19240
1/22/24,29867,63741,36447,13053
1/23/24,22713,57770,33225,11362
1/24/24,26679,65603,29276,13925
1/25/24,26857,86950,52922,14406
1/26/24,27459,92822,50162,17297
1/29/24,19553,74776,38865,10713
1/30/24,14859,65462,39269,7307
1/31/24,3913,68222,46123,3230
2/1/24,91058,74229,49735,34251
2/2/24,70703,49969,29246,24056
2/5/24,55935,36240,19149,16184
2/6/24,51925,41598,24991,16429
2/7/24,72671,55754,36205,27197
2/8/24,69808,58405,34498,27293
2/9/24,79909,70222,44258,31863
2/12/24,65650,48423,30749,24760
2/13/24,60947,57790,30925,26077
2/14/24,79297,74989,40421,35224
2/15/24,62618,70826,36192,29355
2/16/24,56443,72253,33510,27829
2/20/24,44533,73723,36612,21293
2/21/24,35717,69662,37590,18640
2/22/24,31911,73996,37253,16798
2/23/24,33433,75818,40303,16880
2/26/24,28083,66844,26835,13767
2/27/24,19691,57609,23485,10815
2/28/24,20371,96307,67005,10287
2/29/24,4796,84583,55406,3328
3/1/24,53350,37534,24488,18032
3/4/24,53201,38380,26057,17684
3/5/24,43587,32152,28021,12360
3/6/24,52036,40934,27003,18897
3/7/24,59378,48739,26347,26185
3/8/24,50367,41436,20030,19299
3/11/24,56857,44336,25325,23190
3/12/24,58212,55935,36613,26641
3/13/24,59320,59330,39405,24250
3/14/24,46076,52566,31922,20528
3/15/24,49818,55125,35077,19168
3/18/24,48342,64945,37404,21278
3/19/24,24389,48706,29546,12894
3/20/24,34084,70196,42122,18282
3/21/24,24849,61381,35238,12283
3/22/24,27586,58591,35404,12069
3/25/24,29059,58966,26846,12883
3/26/24,24093,80306,49834,14775
3/27/24,20972,63548,35617,10297
3/28/24,3243,60829,38370,2583
4/1/24,44775,31155,15585,11129
4/2/24,63374,55408,27164,21641
4/3/24,60033,52336,23084,19681
4/4/24,46226,33785,15507,13924
4/5/24,49664,43066,19178,15497
4/8/24,51984,38611,17555,16270
4/9/24,49966,46148,18183,19764
4/10/24,58411,55170,24388,22101
4/11/24,54554,55661,21497,21590
4/12/24,42431,40654,17507,11568
4/15/24,39560,41467,18670,15347
4/16/24,34627,51598,24100,17198
4/17/24,46959,62298,31587,19361
4/18/24,34686,59863,26892,16680
4/19/24,29613,70767,32938,13673
4/22/24,20054,51639,17386,9346
4/23/24,25942,66034,23039,14220
4/24/24,22110,57011,22366,11872
4/25/24,20566,63799,27115,11831
4/26/24,18867,60425,21590,10165
4/29/24,19319,57481,22507,8862
4/30/24,2755,60739,33380,2228
5/1/24,57890,38327,25457,14560
5/2/24,60721,38498,25891,16860
5/3/24,54088,29272,16297,11814
5/6/24,52508,26757,12138,12386
5/7/24,51468,31251,16901,14147
5/8/24,56046,39438,18798,18504
5/9/24,49209,31926,16945,15149
5/10/24,50225,32079,15150,15011
5/13/24,53503,38797,18967,16157
5/14/24,54381,38831,20312,17610
5/15/24,45058,39895,17514,16703
5/16/24,49400,36682,15523,15985
5/17/24,48204,54191,21524,20361
5/20/24,37284,50086,17067,16806
5/21/24,31786,44832,15013,14598
5/22/24,26359,46784,21416,12136
5/23/24,30052,66123,26081,14295
5/24/24,21871,52043,18221,11132
5/28/24,28962,75959,24798,17232
5/29/24,22873,71397,36106,11189
5/30/24,18119,73298,41563,8974
5/31/24,1738,57315,31900,1356
6/3/24,88469,60457,47018,27975
6/4/24,70986,52827,39799,22790
6/5/24,59218,47636,36955,19272
6/6/24,48236,32452,23194,13741
6/7/24,47781,26092,16699,11580
6/10/24,56814,37347,21319,16278
6/11/24,57341,40338,25791,16722
6/12/24,63073,53093,35518,23357
6/13/24,63609,57167,36283,24475
6/14/24,68569,72326,46157,26913
6/17/24,46443,60862,31652,20317
6/18/24,42766,63518,33168,21265
6/20/24,33190,68777,41835,15321
6/21/24,34674,63218,26226,15514
6/24/24,23782,56444,29304,13065
6/25/24,22160,53798,28241,10462
6/26/24,20172,63338,31271,10716
6/27/24,17128,61346,34917,9599
6/28/24,3012,62735,35734,2468
7/1/24,72938,44761,25171,20782
7/2/24,77562,59695,36295,26606
7/3/24,57237,38721,24089,15548
7/5/24,61047,41015,19930,16621
7/8/24,49042,33306,14446,15629
7/9/24,75504,55999,24409,24647
7/10/24,69409,55911,23618,25154
7/11/24,45136,40987,18292,15475
7/12/24,46909,42298,20617,15004
7/15/24,54045,51232,20962,22344
7/16/24,42814,53041,25784,17036
7/17/24,39232,45484,23281,14289
7/18/24,33056,46728,21594,14009
7/19/24,41154,53999,22091,17486
7/22/24,26916,52582,23117,11197
7/23/24,25242,55794,20580,11476
7/24/24,21227,62930,25284,10456
7/25/24,20979,59244,23169,11315
7/26/24,25160,84624,29196,11934
7/29/24,21115,70939,29261,11589
7/30/24,18062,70126,39046,9551
7/31/24,3128,68032,42713,2350
8/1/24,48330,30066,19188,11858
8/2/24,67090,29014,19000,11255
8/5/24,62790,41038,25026,18079
8/6/24,52718,35606,20026,13306
8/7/24,55752,37103,21446,15083
8/8/24,59212,40478,19714,19282
8/9/24,61750,39910,21314,18961
8/12/24,53377,37065,22359,15611
8/13/24,50217,42494,26122,16463
8/14/24,50597,52667,22227,21715
8/15/24,49262,57219,34017,19775
8/16/24,51679,47331,25566,20356
8/19/24,43550,63101,29781,20511
8/20/24,50738,71322,32408,25602
8/21/24,37825,74004,34114,19538
8/22/24,28233,55322,23310,11635
8/23/24,29328,58846,22131,14049
8/26/24,30245,68441,29009,17420
8/27/24,22783,75135,40574,12301
8/28/24,19291,73025,42632,10699
8/29/24,17281,61015,31136,7338
8/30/24,1833,69162,38186,1337
9/3/24,77289,44514,35708,19632
9/4/24,62982,59972,54504,20864
9/5/24,51291,37331,30918,16643
9/6/24,47947,31261,26644,13392
9/9/24,59840,45344,31594,21143
9/10/24,57359,41963,29327,18044
9/11/24,62041,52872,31772,24517
9/12/24,54364,46030,30274,20568
9/13/24,58560,43568,26779,19261
9/16/24,52481,47719,28806,23000
9/17/24,48761,50855,28991,21947
9/18/24,48766,63877,39569,26267
9/19/24,30495,48337,29718,15168
9/20/24,27758,42744,26581,11640
9/23/24,36871,70217,38683,18925
9/24/24,40219,69746,32069,22965
9/25/24,30047,66641,37790,15729
9/26/24,18152,66094,43117,10266
9/27/24,20107,66760,39768,10531
9/30/24,4274,60692,46543,3113
10/1/24,85344,66204,30243,29557
10/2/24,60620,45110,19374,21107
10/3/24,70567,57311,29285,23255
10/4/24,67180,64331,35290,22470
10/7/24,66291,53895,31437,20501
10/8/24,62268,55468,27740,21526
10/9/24,50747,47232,26747,18862
10/10/24,45264,45264,23897,17192
10/11/24,48597,38329,20557,16666
10/14/24,43743,48054,28107,17134
10/15/24,52209,53563,25183,21291
10/16/24,33021,39770,18981,13282
10/17/24,40991,47468,21083,18996
10/18/24,41990,54252,20800,20725
10/21/24,32661,50173,21404,17009
10/22/24,26981,57229,22589,13425
10/23/24,22594,52008,23725,11327
10/24/24,26825,64797,26939,13599
10/25/24,24237,64765,23938,12858
10/28/24,24172,67586,28432,11684
10/29/24,18703,64673,28176,11085
10/30/24,15003,63931,28405,7069
10/31/24,4955,74629,46904,3229
11/1/24,57122,35222,19412,15895
11/4/24,45409,25864,16626,10326
11/5/24,50473,26524,14918,14238
11/6/24,66812,42784,29757,17615
11/7/24,60299,51347,29383,20656
11/8/24,51613,33450,20832,13299
11/11/24,50965,36464,22318,15144
11/12/24,58730,46188,22292,24072
11/13/24,56233,51102,30749,19094
11/14/24,46163,46983,24652,17412
11/15/24,47711,44400,19982,16956
11/18/24,46988,61378,27107,22803
11/19/24,42955,67826,29744,18547
11/20/24,37252,62389,26962,18670
11/21/24,35285,68890,31183,15553
11/22/24,35280,71322,27513,18338
11/25/24,30069,91267,39414,16086
11/26/24,25022,86363,42754,13854
11/27/24,19804,78908,36477,9106
11/29/24,3695,58751,29091,3066
12/2/24,73098,40666,27503,21406
12/3/24,56652,31279,19229,17425
12/4/24,76152,50432,36444,24793
12/5/24,54403,33142,23457,14295
12/6/24,58538,37963,26200,16762
12/9/24,58795,37016,27022,17501
12/10/24,56322,42584,26449,18552
12/11/24,59919,48863,34408,22805
12/12/24,56313,41666,26995,17400
12/13/24,51688,44176,26166,19408
12/16/24,45452,48924,25814,19746
12/17/24,43547,52125,27046,20955
12/18/24,40320,68617,36620,19807
12/19/24,28234,50220,23503,11769
12/20/24,36197,58263,26341,17079
12/23/24,30604,60150,30124,12799
12/24/24,15731,45426,18912,8100
12/26/24,17639,44232,16930,8734
12/27/24,17139,59314,31755,8291
12/30/24,19299,87686,56726,8794
12/31/24,2360,54430,32240,2067
1/2/25,68696,45618,24929,20855
1/3/25,70100,47461,28679,20601
1/6/25,72695,51430,28789,21827
1/7/25,54323,46551,24322,21074
1/8/25,67422,53235,25554,23878
1/9/25,74771,70777,45135,29147
1/10/25,96651,93202,47871,37179
1/13/25,83564,83721,38954,36875
1/14/25,68843,71455,39737,29874
1/15/25,69920,77400,39456,33584
1/16/25,65163,88138,44394,33107
1/17/25,62943,82497,34597,34740
1/21/25,83693,151664,73283,49391
1/22/25,45612,105933,52995,24796
1/23/25,41767,89243,47914,22740
1/24/25,37021,83303,40267,20449
1/27/25,27128,76226,39682,12588
1/28/25,25728,74531,43199,12729
1/29/25,18295,64191,33543,10619
1/30/25,22500,72903,38446,10654
1/31/25,5991,91690,57120,4946
2/3/25,116363,90115,50715,42846
2/4/25,74637,57523,28701,25465
2/5/25,63336,49420,22920,23680
2/6/25,59821,51283,25867,22631
2/7/25,63668,52231,25105,22835
2/10/25,66370,48594,24650,25343
2/11/25,72689,55661,28697,26673
2/12/25,71573,63511,35055,26557
2/13/25,60365,54397,29790,21890
2/14/25,48859,46914,22130,19111
2/18/25,61678,72065,34412,23857
2/19/25,38389,73130,30990,19098
2/20/25,35648,74076,38374,16171
2/21/25,27156,62187,25337,17998
2/24/25,24934,56945,27181,10895
2/25/25,26430,63812,27466,13196
2/26/25,25407,94550,45152,14510
2/27/25,18217,68532,33989,8125
2/28/25,4740,60207,38151,4581
3/3/25,86161,57162,38963,28898
3/4/25,90977,62666,44097,33907
3/5/25,76201,54312,46374,22975
3/6/25,76200,65263,48733,30771
3/7/25,64839,55426,34050,31484
3/10/25,58906,47113,28554,23992
3/11/25,59186,48935,27928,23987
3/12/25,67613,61344,34676,28014
3/13/25,60309,55614,35570,23737
3/14/25,45001,53609,32803,18281
3/17/25,45583,53578,30127,19122
3/18/25,42310,53353,26054,20427
3/19/25,43786,69328,33616,23867
3/20/25,30597,57353,29923,17132
3/21/25,27743,46911,21755,13905
3/24/25,31217,67720,33227,19568
3/25/25,23873,68617,42713,12384
3/26/25,22733,59629,31485,12778
3/27/25,21975,61612,31697,13900
3/28/25,15862,57258,28135,8283
3/31/25,4775,57655,33889,4376
4/1/25,57662,45648,19989,21609
4/2/25,76191,67380,27930,31606
4/3/25,86078,77897,31272,29610
4/4/25,80257,76996,32304,32036
4/7/25,74889,70663,28786,26962
4/8/25,68944,71860,31738,30636
4/9/25,82963,94885,45644,37194
4/10/25,58871,64126,28097,25046
4/11/25,54120,59335,24209,24052
4/14/25,38259,38974,14856,16150
4/15/25,44970,49566,17236,21928
4/16/25,40605,56437,21481,20394
4/17/25,47896,51665,22307,20847
4/21/25,20674,36776,13270,8140
4/22/25,27894,52085,23739,13661
4/23/25,28928,67939,28771,15077
4/24/25,21174,53795,25952,10059
4/25/25,32632,74611,38371,17035
4/28/25,38553,87223,38580,24662
4/29/25,27754,76118,36967,14805
4/30/25,4974,69309,39095,4174
5/1/25,72546,47154,24970,22472
5/2/25,64520,40007,17730,18220
5/5/25,55274,33832,16646,14291
5/6/25,60075,41866,18178,20832
5/7/25,67450,50096,21968,26696
5/8/25,83452,67045,27078,33928
5/9/25,83828,70770,27269,37850
5/12/25,70987,59775,26167,27623
5/13/25,74464,70804,29598,34097
5/14/25,85492,92175,46752,38569
5/15/25,79886,96282,49386,38685
5/16/25,70187,80793,29204,37574
5/19/25,50555,62262,22770,26112
5/20/25,42086,58313,25815,22079
5/21/25,37841,69124,30088,20152
5/22/25,29756,63637,28298,15653
5/23/25,38137,71606,28200,19613
5/27/25,27635,74523,34977,14806
5/28/25,27698,69358,30141,16994
5/29/25,23873,67015,26305,12020
5/30/25,4033,65647,41411,3161
6/2/25,64190,39292,18301,20129
6/3/25,74791,52178,29140,25851
6/4/25,67254,46016,31315,23065
6/5/25,50801,32204,19121,15267
6/6/25,67991,43588,22086,21706
6/9/25,64816,48274,24608,25370
6/10/25,69111,54386,31587,26357
6/11/25,59586,51904,27811,25474
6/12/25,60133,55459,33771,25347
6/13/25,106135,132211,98416,45760
6/16/25,89387,121511,74203,41288
6/17/25,76829,114279,76557,37940
6/18/25,45633,87656,61311,22533
6/20/25,57758,151270,96071,31906
6/23/25,48353,136909,80997,29731
6/24/25,32312,101900,58050,19108
6/25/25,26025,89344,56509,14850
6/26/25,28460,80826,45898,16333
6/27/25,16145,75810,47307,8233
6/30/25,2475,63427,46101,2267
7/1/25,70952,60782,32065,27350
7/2/25,91299,82205,37597,40330
7/3/25,78445,66177,31121,30082
7/7/25,77934,66632,33885,22731
