,XB1 Comdty ,XB2 Comdty ,XB3 Comdty ,S:XBXB 1-2 Comdty
10/10/16,59800,46683,22840,23451
10/11/16,63858,47842,29342,19732
10/12/16,55790,41253,22612,21165
10/13/16,68468,54517,32013,23780
10/14/16,52103,38665,21984,15561
10/17/16,58810,57874,25180,26436
10/18/16,42159,41877,18305,16410
10/19/16,49063,62820,25230,24289
10/20/16,40647,51725,18058,19757
10/21/16,46119,79317,35649,24071
10/24/16,33388,54953,24076,17333
10/25/16,34468,52025,21430,15424
10/26/16,37972,68132,28684,16519
10/27/16,34361,66359,32595,16780
10/28/16,32129,65569,26203,12060
10/31/16,10984,83912,54320,8122
11/1/16,185790,170630,79485,86113
11/2/16,88283,66491,33945,32773
11/3/16,70571,57849,27852,26792
11/4/16,86319,68723,27014,33792
11/7/16,73060,57648,17435,32184
11/8/16,75525,55321,17924,29723
11/9/16,71616,59735,19909,25089
11/10/16,68139,52628,14971,26413
11/11/16,68124,51897,17857,25804
11/14/16,54214,42151,15424,18293
11/15/16,58560,48818,20459,18861
11/16/16,56728,54530,18183,21737
11/17/16,48977,60402,25501,21046
11/18/16,33167,39436,12665,12217
11/21/16,36325,52371,17631,14185
11/22/16,39651,57260,25053,16969
11/23/16,37517,55840,22291,13980
11/25/16,13906,34303,13356,6360
11/28/16,25978,53062,18284,8716
11/29/16,32239,56348,22493,11916
11/30/16,9657,72025,35915,6571
12/1/16,77192,51475,26876,23625
12/2/16,56022,31909,21708,13367
12/5/16,47255,27863,16510,13480
12/6/16,51925,32854,16146,17200
12/7/16,65612,40690,24151,20853
12/8/16,56664,39722,22191,17606
12/9/16,50105,30910,17197,14652
12/12/16,59125,40784,23821,20006
12/13/16,70900,55202,27716,29391
12/14/16,49358,38426,21324,16770
12/15/16,51126,44466,22712,17983
12/16/16,48832,40098,14730,20776
12/19/16,38023,31356,11880,13085
12/20/16,31997,41603,19326,12784
12/21/16,35034,57061,40336,12595
12/22/16,33078,46085,20978,12532
12/23/16,23906,37383,16822,9851
12/27/16,38013,50041,17233,14344
12/28/16,27114,48167,27569,13358
12/29/16,20322,57530,40880,9084
12/30/16,3831,42363,24405,3047
1/3/17,67225,45640,21536,22597
1/4/17,46146,34237,19126,14147
1/5/17,56855,46201,25498,17776
1/6/17,68245,50595,24236,26700
1/9/17,70920,53729,23215,27586
1/10/17,65275,52904,24146,24965
1/11/17,76515,73286,33507,27800
1/12/17,62575,55012,24848,25813
1/13/17,54364,41941,20044,18788
1/17/17,72269,69056,30821,28154
1/18/17,57334,69153,36986,21661
1/19/17,37354,61451,39352,15472
1/20/17,34598,61223,28698,14676
1/23/17,28561,50607,24980,13006
1/24/17,43156,67172,31546,19941
1/25/17,34541,77883,47820,14257
1/26/17,25947,70527,42707,11582
1/27/17,25610,66940,38023,9550
1/30/17,22177,59214,29345,11005
1/31/17,5649,68918,42857,4393
2/1/17,87169,65861,36422,34744
2/2/17,75702,56765,28807,29076
2/3/17,74529,54966,30567,28067
2/6/17,83420,62522,38687,36375
2/7/17,82511,69975,40702,33755
2/8/17,125813,111258,60189,54979
2/9/17,97849,84813,42582,45914
2/10/17,72857,59721,30285,32436
2/13/17,71319,56318,29986,30236
2/14/17,63992,59125,29517,28176
2/15/17,51159,54342,25755,21974
2/16/17,52093,64244,33523,21035
2/17/17,51837,69770,35964,22582
2/21/17,47431,86004,37721,24436
2/22/17,35120,66973,31856,17700
2/23/17,43390,85571,41047,21961
2/24/17,30441,56282,26175,12632
2/27/17,31640,57207,25472,13369
2/28/17,10435,106723,76755,7619
3/1/17,75145,55459,42365,23017
3/2/17,89591,67553,56155,30095
3/3/17,63670,46938,37710,19176
3/6/17,62218,41056,30067,19832
3/7/17,72942,57157,40280,26917
3/8/17,108979,81934,54939,42239
3/9/17,102102,80893,53290,39943
3/10/17,68497,44358,31448,21101
3/13/17,61892,43340,27519,20980
3/14/17,64832,50123,28234,24838
3/15/17,62862,49066,29914,21825
3/16/17,47775,35909,27510,15093
3/17/17,44076,34867,20910,13863
3/20/17,41345,41163,28907,15754
3/21/17,33661,51059,28701,15129
3/22/17,38068,74353,37432,22139
3/23/17,24455,47252,28746,11465
3/24/17,29393,52745,29522,12013
3/27/17,29060,48389,25879,11544
3/28/17,31471,76382,47475,14323
3/29/17,25513,82094,55535,14146
3/30/17,15671,63871,40652,6935
3/31/17,4704,65082,42895,3574
4/3/17,66640,47164,21643,25646
4/4/17,64252,42952,23688,21968
4/5/17,73023,57683,32336,25963
4/6/17,60600,46098,20240,25914
4/7/17,68383,46933,25065,22796
4/10/17,52049,32088,18265,15191
4/11/17,73591,62194,30982,30284
4/12/17,74736,72783,37509,31754
4/13/17,61478,53099,29469,19381
4/17/17,44331,35005,14903,15242
4/18/17,51934,73391,38241,23739
4/19/17,40462,74043,32427,18724
4/20/17,42264,78088,33477,17231
4/21/17,35212,66565,30522,16680
4/24/17,34443,60737,28262,15407
4/25/17,42976,84582,44203,16839
4/26/17,28296,91689,54691,11344
4/27/17,23162,100215,57285,9959
4/28/17,9028,92882,51734,5882
5/1/17,61016,36807,20030,15900
5/2/17,80932,46578,23164,21359
5/3/17,80748,59268,31486,24378
5/4/17,89659,49948,27366,21233
5/5/17,67873,38004,19112,15740
5/8/17,64547,40743,16694,21540
5/9/17,61663,44140,23449,18080
5/10/17,87274,62259,35894,25375
5/11/17,73091,64021,39305,25557
5/12/17,65857,52909,29238,20335
5/15/17,55888,46794,21900,18779
5/16/17,65624,59881,28422,25774
5/17/17,74472,77132,37133,32443
5/18/17,47114,53344,25726,17376
5/19/17,51136,69867,32383,19593
5/22/17,32020,47407,18116,12486
5/23/17,40676,65897,29220,19727
5/24/17,38701,72296,30578,18452
5/25/17,36892,91063,38648,18843
5/26/17,39406,77369,31978,18483
5/30/17,26833,69615,29495,11821
5/31/17,7774,75704,40373,5056
6/1/17,79188,50875,36828,24514
6/2/17,66995,39630,27151,18482
6/5/17,74492,48778,31051,23134
6/6/17,90720,68000,41522,33971
6/7/17,98617,64929,46747,30379
6/8/17,69666,48299,35351,21330
6/9/17,64708,40956,28336,16444
6/12/17,71649,53183,37828,23554
6/13/17,70203,53449,40960,23858
6/14/17,99099,88934,71400,35748
6/15/17,88858,86725,63662,35264
6/16/17,58859,54107,32747,20293
6/19/17,60150,58839,29773,25086
6/20/17,36910,46596,22042,14798
6/21/17,52011,79258,43920,22686
6/22/17,43132,72110,38335,19751
6/23/17,40497,68176,32355,18198
6/26/17,32937,59274,27398,13047
6/27/17,33361,68411,30825,16876
6/28/17,26454,82705,47239,13541
6/29/17,18278,56768,32137,7935
6/30/17,6159,69975,40834,4923
7/3/17,51952,29521,16959,12548
7/5/17,91069,60899,33262,26999
7/6/17,86618,59872,30200,30364
7/7/17,81881,48926,28358,22060
7/10/17,65773,39109,22320,19061
7/11/17,83849,63913,31107,31629
7/12/17,70111,63624,30513,29753
7/13/17,61054,50599,26998,22482
7/14/17,81008,71414,39625,32509
7/17/17,58568,51198,25510,23327
7/18/17,78196,92611,48614,36185
7/19/17,57552,92664,47486,30149
7/20/17,47495,90425,44380,26055
7/21/17,40521,83523,44532,20304
7/24/17,33923,64775,33672,17388
7/25/17,30957,85210,46027,14776
7/26/17,30949,81895,46166,15821
7/27/17,18733,63031,33749,7911
7/28/17,24282,75237,36869,9532
7/31/17,6989,81984,50506,5798
8/1/17,89248,50621,23441,24011
8/2/17,101988,80686,31387,39232
8/3/17,85272,68135,33186,35231
8/4/17,69430,44600,23714,23662
8/7/17,95194,74790,36224,37895
8/8/17,104994,79367,38536,39411
8/9/17,75965,53449,28245,26948
8/10/17,81100,62026,32815,28112
8/11/17,63764,41535,27415,17683
8/14/17,58632,36015,17027,17832
8/15/17,59721,46942,20924,22821
8/16/17,53999,43076,18033,20798
8/17/17,70328,66882,36106,24471
8/18/17,63079,62130,28752,21782
8/21/17,39876,59784,23327,16764
8/22/17,33843,63918,25559,16986
8/23/17,34501,70299,30020,15466
8/24/17,68521,157021,82313,42494
8/25/17,54153,167138,93363,33329
8/28/17,36826,141589,86980,17828
8/29/17,27100,125695,75608,13865
8/30/17,27100,125695,131153,11160
8/31/17,25562,190777,120835,5588
9/1/17,184124,86403,52191,43298
9/5/17,140207,89270,51596,39826
9/6/17,118995,92505,51167,50473
9/7/17,94429,72342,37675,35478
9/8/17,77930,59522,31876,29392
9/11/17,78786,61321,34179,30351
9/12/17,74748,57761,32389,29461
9/13/17,93857,79530,47508,39257
9/14/17,84641,85039,50228,37646
9/15/17,70154,63755,33903,28972
9/18/17,49663,45210,25676,18914
9/19/17,36556,43439,20268,12339
9/20/17,41243,60517,30328,18352
9/21/17,42000,65608,32143,19762
9/22/17,30547,44701,19895,12036
9/25/17,46043,68461,31751,20227
9/26/17,43150,78287,35622,21740
9/27/17,37641,81631,48581,17951
9/28/17,26997,73614,36370,11986
9/29/17,7766,64384,33920,5100
10/2/17,68070,47418,19809,22556
10/3/17,64985,39117,16562,18096
10/4/17,71189,59213,29579,25930
10/5/17,74584,58384,28007,25303
10/6/17,88847,67286,32653,31129
10/9/17,55084,40544,23124,15802
10/10/17,57711,44390,26043,18752
10/11/17,65955,57927,30930,26392
10/12/17,61846,55711,29529,25011
10/13/17,56962,43534,19401,19420
10/16/17,49495,42376,18014,19057
10/17/17,48714,48718,20770,20580
10/18/17,53484,61325,23891,24781
10/19/17,41810,56252,23320,18875
10/20/17,43525,65844,22346,18616
10/23/17,37248,55996,19314,17209
10/24/17,40264,79222,35026,20358
10/25/17,41529,90740,48397,20803
10/26/17,40357,79502,33504,19455
10/27/17,28922,62959,26198,14063
10/30/17,31121,69682,30241,13849
10/31/17,10382,82748,53431,8620
11/1/17,86111,57694,20793,27251
11/2/17,86914,69793,30600,33356
11/3/17,82814,58285,24013,29340
11/6/17,71499,45825,16917,25388
11/7/17,86332,68520,21351,38448
11/8/17,91170,74599,24771,39349
11/9/17,75276,62387,19743,36120
11/10/17,80464,66115,19752,40101
11/13/17,73599,63984,22082,35061
11/14/17,70738,64789,23419,30076
11/15/17,64180,61890,25134,27948
11/16/17,54392,56037,20220,22657
11/17/17,55130,59210,20451,22504
11/20/17,36958,53507,17449,14713
11/21/17,38451,52657,18569,16196
11/22/17,35074,57361,18547,15987
11/24/17,13794,36085,13202,7235
11/27/17,50350,68554,18546,23977
11/28/17,32413,69251,25002,13197
11/29/17,33536,79758,32524,14707
11/30/17,7039,65959,33614,5563
12/1/17,71357,43956,24315,21621
12/4/17,72320,43923,22452,22389
12/5/17,81067,49164,24173,23632
12/6/17,88808,57217,29383,32867
12/7/17,80676,53048,28407,27319
12/8/17,69435,44367,24778,20131
12/11/17,61162,45315,26335,20124
12/12/17,71855,49654,32842,20405
12/13/17,83701,66990,36923,28661
12/14/17,67107,50959,23069,23265
12/15/17,57268,51337,27579,20869
12/18/17,44846,43717,18427,19234
12/19/17,36590,48346,18407,16951
12/20/17,46144,67356,36215,22760
12/21/17,38674,57728,25111,19414
12/22/17,37835,51778,22452,15448
12/26/17,24978,50123,22153,10060
12/27/17,23193,51936,23330,8704
12/28/17,25818,47352,23253,9755
12/29/17,4455,44603,20263,3464
1/2/18,66996,44264,21444,22868
1/3/18,67523,54759,25317,26993
1/4/18,71330,54025,24418,27033
1/5/18,58621,39870,16856,21353
1/8/18,71598,48522,15505,25932
1/9/18,90148,68962,31172,34090
1/10/18,82313,67051,32711,33065
1/11/18,77461,68746,34484,31318
1/12/18,71029,55024,24520,25787
1/16/18,67691,57154,26923,24730
1/17/18,59345,56370,28861,24673
1/18/18,66128,81235,48379,32027
1/19/18,51662,77977,35693,23406
1/22/18,35296,63922,30216,18605
1/23/18,31446,70700,33889,16838
1/24/18,47195,99531,46753,28963
1/25/18,36491,75995,36068,19326
1/26/18,36828,90517,48505,18910
1/29/18,25988,79035,39619,11145
